policy_number,previous_policy_number,policy_renewal_indicator,portability_indicator,policy_status,policy_issuance_type,policy_classification,group_policy_classification,policy_issue_date,policy_start_date,policy_end_date,cancellation_termination_date,agent_id,sales_manager_id,member_id1,member_id2,member_id3,member_id4,member_id5,sum_insured,total_policy_premium,premium_installment_type,premium_paid_till_date,policy_porting_date,policy_inclusion_date,policy_inclusion_ind,number_of_insured,minimum_possible_si,susp_policy_ind,proposer_mobile_no,policy_procurement_area,previous_sum_insured,policy_renewal_date,prev_policy_expiry_date,intermediary_type,first_policy_number,product_uin,plan_name,product_cd
POL-43658,,N,N,IF,U,I,,2023-03-09,2023-03-10,2024-03-08,,AG1049,SM1009,MEMBER-012630,MEMBER-011619,MEMBER-003272,MEMBER-008964,MEMBER-007197,1744284.2,86560.73,M,79347.34,,,No,5,1323020.28,No,9777726955,Rural,,,,IND,POL-43658,UIN-554,Plan B,FAMILY_HEALTH_OPTIMA
POL-48772,,N,N,IF,U,I,,2023-08-14,2023-08-14,2024-08-12,,AG1129,SM1008,MEMBER-002067,MEMBER-011362,,,,1430068.08,78663.92,H,78663.92,,,No,2,780713.83,No,9495576404,Rural,,,,IND,POL-48772,UIN-190,Plan A,IND_HEALTH
POL-28821,POL-16231,N,Y,IF,U,I,,2023-12-03,2023-12-06,2024-12-04,,AG1089,SM1011,MEMBER-002558,MEMBER-005977,MEMBER-002100,MEMBER-013220,,2074278.59,108075.62,M,45031.51,2023-12-06,2024-06-13,Yes,4,1590494.08,No,9163688922,Urban,1811647.76,,2023-12-05,IND,POL-16231,UIN-490,Plan B,IND_HEALTH
POL-22681,POL-21887,Y,N,IF,S,I,,2023-12-22,2023-12-26,2024-12-24,,AG1056,SM1028,MEMBER-010006,MEMBER-002611,MEMBER-000695,,,2263649.14,122859.59,Y,122859.59,,2024-06-10,Yes,3,1247524.6,No,9067305966,Rural,1608428.76,2023-12-26,2023-12-25,IND,POL-21887,UIN-929,Plan C,CRITICAL_ILLNESS
POL-29675,,N,N,XP,U,I,,2023-04-07,2023-04-08,2024-04-06,,AG1013,SM1048,MEMBER-002626,MEMBER-007107,MEMBER-012298,MEMBER-004128,MEMBER-009605,1735934.37,117174.79,H,58587.39,,,No,5,889246.32,No,9688216413,Urban,,,,ORG,POL-29675,UIN-839,Plan A,FAMILY_HEALTH_OPTIMA
POL-42161,POL-30062,Y,N,IF,S,G,N,2023-02-03,2023-02-05,2024-02-04,,AG1161,SM1038,MEMBER-008938,MEMBER-007532,MEMBER-004357,MEMBER-010595,,5305657.5,398350.76,Y,398350.76,,2023-03-17,Yes,4,2995738.74,No,9981455845,Urban,5774626.78,2023-02-05,2023-02-04,IND,POL-30062,UIN-938,Plan A,IND_HEALTH
POL-14600,,N,N,IF,U,I,,2024-05-03,2024-05-05,2025-05-04,,AG1122,SM1041,MEMBER-007211,MEMBER-008660,MEMBER-013433,MEMBER-011944,MEMBER-009958,1604689.17,78942.87,Q,78942.87,,2025-04-11,Yes,5,1239379.97,No,9660501593,Urban,,,,IOC,POL-14600,UIN-820,Plan C,FAMILY_HEALTH_OPTIMA
POL-26091,,N,N,IF,U,I,,2023-01-27,2023-01-28,2024-01-27,,AG1010,SM1001,MEMBER-006511,MEMBER-010904,,,,2303507.15,224317.84,Q,112158.92,,,No,2,1607401.63,No,9576432237,Rural,,,,IND,POL-26091,UIN-851,Plan A,TERM_LIFE
POL-12925,,N,N,XP,S,I,,2023-12-14,2023-12-15,2024-12-13,,AG1018,SM1033,MEMBER-011564,MEMBER-013961,,,,2452065.11,188193.57,Y,188193.57,,,No,2,1458697.89,No,9651907734,Rural,,,,IND,POL-12925,UIN-152,Plan B,PERSONAL_ACCIDENT
POL-29457,,N,N,IF,U,I,,2023-05-24,2023-05-26,2024-05-24,,AG1006,SM1022,MEMBER-011583,MEMBER-002766,MEMBER-002887,MEMBER-010345,MEMBER-012645,364299.3,22856.56,H,11428.28,,,No,5,279892.64,No,9414643011,Rural,,,,IND,POL-29457,UIN-571,Plan A,CRITICAL_ILLNESS
POL-24797,POL-26744,Y,N,IF,S,I,,2023-02-28,2023-03-03,2024-03-01,,AG1034,SM1039,MEMBER-007865,MEMBER-000977,MEMBER-006981,,,586594.31,36153.8,Q,18076.9,,,No,3,295407.52,No,9482031284,Rural,601938.28,2023-03-03,2023-03-02,IND,POL-26744,UIN-255,Plan B,TERM_LIFE
POL-43737,POL-47868,N,Y,IF,S,I,,2023-02-05,2023-02-10,2024-02-09,,AG1024,SM1026,MEMBER-011709,MEMBER-005445,MEMBER-009069,MEMBER-001312,MEMBER-003090,355109.16,16317.03,H,8158.52,2023-02-10,,No,5,264195.26,No,9460987972,Urban,264874.96,,2023-02-09,IND,POL-47868,UIN-636,Plan A,TERM_LIFE
POL-22029,POL-10612,Y,N,XP,S,I,,2024-01-28,2024-01-30,2025-01-28,,AG1065,SM1004,MEMBER-013860,MEMBER-011917,MEMBER-003049,MEMBER-008103,MEMBER-014504,1679549.74,141463.16,Q,106097.37,,,No,5,1199416.66,No,9928766827,Urban,1238702.63,2024-01-30,2024-01-29,IND,POL-10612,UIN-454,Plan C,GROUP_HEALTH
POL-16546,POL-41563,N,Y,IF,S,I,,2024-07-30,2024-08-03,2025-08-02,,AG1054,SM1017,MEMBER-005486,MEMBER-006473,MEMBER-008868,,,900442.44,15437.94,Q,11578.45,2024-08-03,,No,3,525310.87,No,9208259731,Rural,1000730.28,,2024-08-02,IOC,POL-41563,UIN-892,Plan A,PERSONAL_ACCIDENT
POL-47151,,N,N,IF,S,G,N,2023-05-26,2023-05-28,2024-05-26,,AG1050,SM1042,MEMBER-000041,MEMBER-000573,MEMBER-005808,,,1370161.81,68058.47,Q,68058.47,,,No,3,692115.41,No,9295440571,Urban,,,,IND,POL-47151,UIN-803,Plan B,FAMILY_HEALTH_OPTIMA
POL-36414,,N,N,IF,U,I,,2024-01-04,2024-01-07,2025-01-05,,AG1192,SM1047,MEMBER-009289,MEMBER-010206,,,,1459628.55,92411.17,Y,92411.17,,,No,2,791603.71,No,9678261652,Rural,,,,IND,POL-36414,UIN-514,Plan A,GROUP_HEALTH
POL-12881,,N,N,IF,U,I,,2024-03-19,2024-03-21,2025-03-20,,AG1062,SM1030,MEMBER-005167,MEMBER-010117,MEMBER-011929,MEMBER-010308,,1851256.67,76662.17,M,12777.03,,,No,4,1265002.53,No,9313913220,Rural,,,,DIR,POL-12881,UIN-966,Plan B,GROUP_HEALTH
POL-46514,POL-38687,Y,N,IF,U,I,,2023-01-22,2023-01-25,2024-01-24,,AG1154,SM1016,MEMBER-001917,,,,,1386482.88,114638.49,Y,114638.49,,,No,1,1040403.51,No,9787668878,Urban,1303719.61,2023-01-25,2023-01-24,SPP,POL-38687,UIN-466,Plan C,CRITICAL_ILLNESS
POL-39346,,N,N,IF,S,I,,2023-10-03,2023-10-06,2024-10-04,,AG1088,SM1019,MEMBER-002052,,,,,2395941.97,108875.92,Y,108875.92,,,No,1,1605664.26,No,9051038078,Urban,,,,IND,POL-39346,UIN-368,Plan C,TERM_LIFE
POL-34133,,N,N,IF,S,I,,2024-06-14,2024-06-19,2025-06-18,,AG1096,SM1046,MEMBER-003893,MEMBER-012734,,,,580577.94,10904.38,Y,10904.38,,,No,2,348979.14,No,9301514889,Rural,,,,IND,POL-34133,UIN-173,Plan B,GROUP_HEALTH
POL-40959,,N,N,IF,U,I,,2023-05-05,2023-05-10,2024-05-08,,AG1145,SM1039,MEMBER-006789,MEMBER-010288,MEMBER-005926,MEMBER-003830,MEMBER-004275,252054.57,9882.17,H,9882.17,,,No,5,167099.69,No,9731183474,Rural,,,,IND,POL-40959,UIN-606,Plan C,PERSONAL_ACCIDENT
POL-34274,,N,N,IF,U,G,E,2024-01-19,2024-01-19,2025-01-17,,AG1141,SM1035,MEMBER-009607,MEMBER-010243,MEMBER-000574,MEMBER-000313,,9225252.63,387874.22,H,387874.22,,2024-11-05,Yes,4,6813824.65,No,9041830840,Urban,,,,IND,POL-34274,UIN-845,Plan A,FAMILY_HEALTH_OPTIMA
POL-19183,,N,N,IF,U,I,,2023-01-23,2023-01-28,2024-01-27,,AG1103,SM1015,MEMBER-000534,MEMBER-014894,MEMBER-005988,MEMBER-000884,,586027.05,30069.73,Y,30069.73,,,No,4,333109.5,No,9719400694,Urban,,,,IND,POL-19183,UIN-501,Plan A,PERSONAL_ACCIDENT
POL-19512,,N,N,IF,S,I,,2024-05-29,2024-05-31,2025-05-30,,AG1018,SM1049,MEMBER-004596,MEMBER-014641,MEMBER-010573,MEMBER-011927,MEMBER-000430,499473.51,11964.76,Y,11964.76,,,No,5,258150.49,No,9122495372,Rural,,,,IND,POL-19512,UIN-719,Plan B,GROUP_HEALTH
POL-32829,,N,N,IF,S,I,,2023-07-09,2023-07-13,2024-07-11,,AG1156,SM1049,MEMBER-006105,MEMBER-014776,MEMBER-000284,MEMBER-008525,,345601.77,14136.85,Q,14136.85,,,No,4,241539.8,No,9396208848,Rural,,,,SPP,POL-32829,UIN-491,Plan C,TERM_LIFE
POL-21718,,N,N,IF,S,I,,2023-01-18,2023-01-19,2024-01-18,,AG1186,SM1037,MEMBER-014182,,,,,2051884.17,128669.31,M,53612.21,,,No,1,1539306.74,No,9518920425,Urban,,,,IND,POL-21718,UIN-542,Plan C,FAMILY_HEALTH_OPTIMA
POL-33805,POL-10673,Y,N,IF,S,I,,2024-03-27,2024-03-28,2025-03-27,,AG1195,SM1027,MEMBER-008201,MEMBER-005770,MEMBER-005817,MEMBER-009439,,1812298.15,75330.95,Y,75330.95,,,No,4,1219800.25,No,9944987662,Urban,1338725.77,2024-03-28,2024-03-27,IND,POL-10673,UIN-855,Plan B,PERSONAL_ACCIDENT
POL-37044,POL-11819,Y,N,IF,S,I,,2023-04-04,2023-04-09,2024-04-07,,AG1178,SM1035,MEMBER-005634,,,,,1500978.09,55130.63,Y,55130.63,,,No,1,947277.86,No,9747542410,Urban,1800513.96,2023-04-09,2023-04-08,IND,POL-11819,UIN-610,Plan C,GROUP_HEALTH
POL-11372,,N,N,IF,S,I,,2024-01-28,2024-01-28,2025-01-26,,AG1109,SM1042,MEMBER-002080,MEMBER-001599,MEMBER-004859,MEMBER-007429,MEMBER-012840,2444674.46,164270.22,Y,164270.22,,,No,5,1770290.88,No,9637968536,Urban,,,,IND,POL-11372,UIN-817,Plan A,FAMILY_HEALTH_OPTIMA
POL-40886,,N,N,XP,U,I,,2023-05-20,2023-05-23,2024-05-21,,AG1056,SM1021,MEMBER-008095,MEMBER-010729,MEMBER-001653,,,1518557.67,89455.78,Y,89455.78,,,No,3,904573.34,No,9400728188,Urban,,,,ORG,POL-40886,UIN-744,Plan A,TERM_LIFE
POL-16878,,N,N,IF,U,G,N,2023-08-07,2023-08-09,2024-08-07,,AG1060,SM1036,MEMBER-010524,MEMBER-013010,MEMBER-003195,MEMBER-000110,MEMBER-003358,4703351.56,410060.2,Y,410060.2,,2024-06-14,Yes,5,2575652.9,No,9550143557,Rural,,,,IND,POL-16878,UIN-859,Plan B,FAMILY_HEALTH_OPTIMA
POL-41790,,N,N,IF,S,I,,2023-02-21,2023-02-24,2024-02-23,,AG1169,SM1039,MEMBER-004702,MEMBER-013335,,,,799322.04,63471.46,Q,31735.73,,,No,2,537324.4,No,9028316196,Rural,,,,IND,POL-41790,UIN-575,Plan C,FAMILY_HEALTH_OPTIMA
POL-32313,,N,N,IF,S,I,,2023-07-01,2023-07-02,2024-06-30,,AG1001,SM1036,MEMBER-014501,MEMBER-004517,MEMBER-014403,MEMBER-008553,MEMBER-010342,1192659.47,44515.29,H,22257.65,,,No,5,791895.53,No,9908792359,Urban,,,,ORG,POL-32313,UIN-272,Plan B,FAMILY_HEALTH_OPTIMA
POL-49097,,N,N,IF,S,I,,2023-09-11,2023-09-16,2024-09-14,,AG1080,SM1013,MEMBER-010891,MEMBER-007137,,,,1956192.23,174020.55,M,29003.42,,,No,2,1358936.63,No,9126784898,Rural,,,,IND,POL-49097,UIN-143,Plan B,FAMILY_HEALTH_OPTIMA
POL-44611,,N,N,IF,S,I,,2024-05-03,2024-05-03,2025-05-02,,AG1157,SM1030,MEMBER-011633,MEMBER-002230,,,,1201424.22,91206.06,Q,22801.51,,,No,2,936709.56,No,9816732141,Rural,,,,IND,POL-44611,UIN-506,Plan A,FAMILY_HEALTH_OPTIMA
POL-14026,,N,N,IF,S,I,,2023-09-22,2023-09-25,2024-09-23,,AG1152,SM1009,MEMBER-000767,MEMBER-001437,MEMBER-002266,MEMBER-006339,MEMBER-011436,357912.55,14083.41,Y,14083.41,,,No,5,269110.42,No,9968869295,Urban,,,,ORG,POL-14026,UIN-641,Plan C,FAMILY_HEALTH_OPTIMA
POL-22444,POL-43658,Y,N,IF,S,I,,2023-06-16,2023-06-19,2024-06-17,,AG1032,SM1005,MEMBER-001757,MEMBER-004983,MEMBER-007841,MEMBER-009775,MEMBER-012876,617157.45,40225.9,Y,40225.9,,,No,5,391114.37,No,9152016383,Rural,623392.75,2023-06-19,2023-06-18,IND,POL-43658,UIN-835,Plan B,GROUP_HEALTH
POL-15927,,N,N,IF,S,I,,2023-08-20,2023-08-20,2024-08-18,,AG1140,SM1014,MEMBER-006908,MEMBER-008138,MEMBER-001216,,,2302449.43,82922.58,M,82922.58,,,No,3,1275472.39,No,9634840845,Urban,,,,IND,POL-15927,UIN-548,Plan C,GROUP_HEALTH
POL-13849,,N,N,IF,U,I,,2023-11-20,2023-11-21,2024-11-19,,AG1006,SM1007,MEMBER-012951,MEMBER-008040,MEMBER-000464,,,307538.74,20420.89,Y,20420.89,,,No,3,164724.21,No,9266820333,Rural,,,,IOC,POL-13849,UIN-889,Plan C,IND_HEALTH
POL-39315,,N,N,IF,U,I,,2024-03-01,2024-03-06,2025-03-05,,AG1104,SM1033,MEMBER-008294,MEMBER-007424,MEMBER-003870,MEMBER-011345,MEMBER-010397,1197042.38,92199.28,Y,92199.28,,,No,5,748426.88,No,9301876672,Urban,,,,IND,POL-39315,UIN-336,Plan A,PERSONAL_ACCIDENT
POL-35984,POL-26393,Y,N,XP,U,I,,2024-04-08,2024-04-10,2025-04-09,,AG1132,SM1020,MEMBER-002380,,,,,294055.85,3199.41,Q,1599.7,,,No,1,189909.78,No,9031519818,Rural,285708.31,2024-04-10,2024-04-09,IND,POL-26393,UIN-825,Plan C,GROUP_HEALTH
POL-11517,,N,N,IF,S,I,,2023-10-29,2023-11-02,2024-10-31,,AG1112,SM1007,MEMBER-004354,MEMBER-006859,MEMBER-011193,MEMBER-000154,,967581.21,65684.99,H,32842.5,,,No,4,713614.14,No,9184417749,Urban,,,,IND,POL-11517,UIN-579,Plan A,FAMILY_HEALTH_OPTIMA
POL-41449,,N,N,IF,S,I,,2023-12-23,2023-12-24,2024-12-22,,AG1020,SM1036,MEMBER-001184,MEMBER-009833,,,,801177.96,54168.41,Y,54168.41,,,No,2,474782.88,No,9536702840,Urban,,,,ORG,POL-41449,UIN-212,Plan B,GROUP_HEALTH
POL-33642,,N,N,IF,S,I,,2023-07-22,2023-07-26,2024-07-24,,AG1006,SM1012,MEMBER-004574,MEMBER-001426,,,,1571927.01,63184.02,H,31592.01,,2024-06-17,Yes,2,876779.92,No,9291708592,Urban,,,,IND,POL-33642,UIN-248,Plan B,FAMILY_HEALTH_OPTIMA
POL-10497,,N,N,IF,S,I,,2023-10-16,2023-10-19,2024-10-17,,AG1134,SM1037,MEMBER-011372,MEMBER-010395,MEMBER-002701,MEMBER-013101,MEMBER-004102,1354827.86,81177.45,Y,81177.45,,,No,5,879902.14,No,9310834836,Urban,,,,ORG,POL-10497,UIN-505,Plan B,PERSONAL_ACCIDENT
POL-28177,,N,N,IF,S,I,,2023-04-07,2023-04-11,2024-04-09,,AG1006,SM1017,MEMBER-008110,MEMBER-008985,MEMBER-005315,MEMBER-003309,MEMBER-008685,319141.62,12958.47,H,12958.47,,,No,5,236701.15,No,9391597374,Urban,,,,IOC,POL-28177,UIN-248,Plan B,CRITICAL_ILLNESS
POL-24689,,N,N,CP,U,I,,2023-12-26,2023-12-31,2024-12-29,2024-02-19,AG1190,SM1013,MEMBER-007127,MEMBER-013319,MEMBER-012384,,,510713.2,16154.3,Y,16154.3,,,No,3,403665.62,No,9802929988,Rural,,,,IOC,POL-24689,UIN-302,Plan C,IND_HEALTH
POL-48745,,N,N,XP,S,I,,2023-11-17,2023-11-17,2024-11-15,,AG1128,SM1045,MEMBER-009950,MEMBER-012036,,,,1111085.84,44496.66,Y,44496.66,,,No,2,755662.3,No,9647839539,Rural,,,,ORG,POL-48745,UIN-582,Plan C,TERM_LIFE
POL-39670,,N,N,XP,S,I,,2024-05-16,2024-05-20,2025-05-19,,AG1013,SM1044,MEMBER-006478,MEMBER-012196,,,,231718.92,14231.09,H,14231.09,,2024-11-14,Yes,2,137276.78,No,9072319903,Urban,,,,IND,POL-39670,UIN-227,Plan C,PERSONAL_ACCIDENT
POL-38807,,N,N,CP,U,I,,2023-10-13,2023-10-18,2024-10-16,2024-02-07,AG1003,SM1039,MEMBER-012875,MEMBER-007291,MEMBER-014870,MEMBER-010459,,1716376.39,130308.38,Y,130308.38,,,No,4,1355490.25,No,9405073031,Urban,,,,IND,POL-38807,UIN-886,Plan B,IND_HEALTH
POL-41061,POL-14135,N,Y,IF,S,I,,2023-11-18,2023-11-23,2024-11-21,,AG1078,SM1024,MEMBER-007199,,,,,203093.1,13570.84,M,9047.23,2023-11-23,,No,1,143972.29,No,9377650981,Urban,181181.19,,2023-11-22,IND,POL-14135,UIN-347,Plan B,CRITICAL_ILLNESS
POL-19718,POL-21696,N,Y,IF,U,I,,2023-02-12,2023-02-13,2024-02-12,,AG1176,SM1049,MEMBER-010342,MEMBER-008861,MEMBER-007759,MEMBER-009702,MEMBER-006274,1174787.36,90293.12,Y,90293.12,2023-02-13,,No,5,881684.95,No,9018505941,Urban,1175100.12,,2023-02-12,IND,POL-21696,UIN-983,Plan B,CRITICAL_ILLNESS
POL-38152,,N,N,IF,S,I,,2023-12-07,2023-12-10,2024-12-08,,AG1185,SM1019,MEMBER-013473,MEMBER-013250,MEMBER-012993,MEMBER-009218,,2257235.49,140592.86,H,70296.43,,,No,4,1783399.63,No,9795982335,Urban,,,,IOC,POL-38152,UIN-975,Plan C,FAMILY_HEALTH_OPTIMA
POL-19173,,N,N,IF,U,I,,2024-01-22,2024-01-24,2025-01-22,,AG1112,SM1000,MEMBER-013606,MEMBER-013256,MEMBER-013650,MEMBER-012475,,1060197.67,91262.38,M,53236.39,,,No,4,673924.11,No,9009919488,Rural,,,,IND,POL-19173,UIN-377,Plan A,IND_HEALTH
POL-10856,,N,N,IF,S,I,,2023-03-12,2023-03-14,2024-03-12,,AG1164,SM1008,MEMBER-006878,,,,,1831065.31,88151.28,Y,88151.28,,,No,1,1022319.63,No,9193095865,Urban,,,,ORG,POL-10856,UIN-845,Plan A,GROUP_HEALTH
POL-21393,,N,N,IF,S,I,,2024-01-06,2024-01-10,2025-01-08,,AG1022,SM1030,MEMBER-000895,MEMBER-000734,MEMBER-014247,,,580242.55,6318.22,H,6318.22,,,No,3,376802.79,No,9462819585,Urban,,,,DIR,POL-21393,UIN-491,Plan C,TERM_LIFE
POL-25455,,N,N,IF,U,I,,2024-04-29,2024-05-04,2025-05-03,,AG1065,SM1037,MEMBER-007353,MEMBER-006647,MEMBER-008304,,,945982.86,47909.03,Y,47909.03,,,No,3,657447.43,No,9729780987,Rural,,,,ORG,POL-25455,UIN-262,Plan A,FAMILY_HEALTH_OPTIMA
POL-31571,,N,N,TM,S,I,,2023-04-05,2023-04-08,2024-04-06,2023-12-08,AG1105,SM1027,MEMBER-013436,MEMBER-003306,,,,818292.33,38865.29,Y,38865.29,,,No,2,470834.38,No,9048643062,Rural,,,,IND,POL-31571,UIN-734,Plan B,TERM_LIFE
POL-28952,,N,N,IF,S,I,,2023-01-02,2023-01-04,2024-01-03,,AG1013,SM1037,MEMBER-001960,,,,,1935096.41,111184.71,M,111184.71,,,No,1,1006979.84,No,9666963697,Urban,,,,IND,POL-28952,UIN-998,Plan B,CRITICAL_ILLNESS
POL-13287,,N,N,XP,U,I,,2024-08-09,2024-08-12,2025-08-11,,AG1049,SM1045,MEMBER-008388,MEMBER-007472,MEMBER-009486,MEMBER-005822,,1776417.26,88464.95,Y,88464.95,,,No,4,1361739.65,No,9749508075,Rural,,,,ORG,POL-13287,UIN-887,Plan A,PERSONAL_ACCIDENT
POL-30270,,N,N,IF,S,I,,2023-08-27,2023-08-29,2024-08-27,,AG1096,SM1007,MEMBER-000136,MEMBER-005014,MEMBER-010981,MEMBER-011522,,2361894.76,186965.63,Y,186965.63,,,No,4,1390322.64,No,9706307702,Rural,,,,DIR,POL-30270,UIN-493,Plan C,GROUP_HEALTH
POL-37811,,N,N,IF,U,I,,2024-01-22,2024-01-26,2025-01-24,,AG1107,SM1007,MEMBER-014491,MEMBER-011042,,,,2099770.76,80336.1,Y,80336.1,,,No,2,1068544.82,No,9398756808,Rural,,,,IND,POL-37811,UIN-168,Plan A,GROUP_HEALTH
POL-12713,,N,N,IF,U,I,,2023-01-12,2023-01-12,2024-01-11,,AG1175,SM1047,MEMBER-007420,MEMBER-010021,MEMBER-011741,,,2017992.9,78392.29,Q,19598.07,,,No,3,1296562.03,No,9406073195,Rural,,,,IND,POL-12713,UIN-954,Plan C,CRITICAL_ILLNESS
POL-36812,,N,N,XP,S,I,,2023-05-31,2023-06-02,2024-05-31,,AG1142,SM1003,MEMBER-005065,MEMBER-006682,MEMBER-005313,,,1453879.23,137628.61,H,137628.61,,,No,3,969066.18,No,9634382107,Rural,,,,IND,POL-36812,UIN-593,Plan B,IND_HEALTH
POL-42073,,N,N,XP,U,I,,2023-01-29,2023-02-02,2024-02-01,,AG1048,SM1007,MEMBER-012632,,,,,1450783.88,91162.68,Y,91162.68,,,No,1,848256.89,No,9222334495,Rural,,,,IOC,POL-42073,UIN-495,Plan C,CRITICAL_ILLNESS
POL-41487,POL-28605,N,Y,IF,S,I,,2024-04-06,2024-04-11,2025-04-10,,AG1167,SM1000,MEMBER-008833,MEMBER-009132,MEMBER-000351,MEMBER-009725,,784770.43,60610.25,H,30305.12,2024-04-11,,No,4,495113.64,No,9122744727,Rural,601436.36,,2024-04-10,IND,POL-28605,UIN-954,Plan C,FAMILY_HEALTH_OPTIMA
POL-40490,,N,N,IF,U,I,,2023-02-19,2023-02-19,2024-02-18,,AG1161,SM1028,MEMBER-012523,MEMBER-000622,MEMBER-011023,,,183980.07,4399.01,Q,4399.01,,,No,3,115072.21,No,9118436364,Rural,,,,ORG,POL-40490,UIN-212,Plan B,FAMILY_HEALTH_OPTIMA
POL-38442,,N,N,IF,S,I,,2024-06-06,2024-06-11,2025-06-10,,AG1034,SM1016,MEMBER-006489,,,,,1115275.92,70105.08,H,70105.08,,,No,1,594222.93,No,9354031485,Urban,,,,IND,POL-38442,UIN-960,Plan B,IND_HEALTH
POL-33218,POL-24079,N,Y,IF,U,I,,2023-02-25,2023-02-27,2024-02-26,,AG1091,SM1032,MEMBER-007325,,,,,1211790.56,71908.4,Q,71908.4,2023-02-27,,No,1,940950.98,No,9144621424,Rural,1287647.66,,2023-02-26,IND,POL-24079,UIN-783,Plan B,GROUP_HEALTH
POL-17510,POL-23884,Y,N,IF,S,I,,2024-06-09,2024-06-11,2025-06-10,,AG1006,SM1001,MEMBER-012175,MEMBER-006996,,,,364206.36,7229.7,M,3614.85,,,No,2,265929.3,Yes,9793780605,Urban,380215.12,2024-06-11,2024-06-10,IND,POL-23884,UIN-958,Plan A,IND_HEALTH
POL-25518,,N,N,IF,S,I,,2024-04-26,2024-04-26,2025-04-25,,AG1132,SM1007,MEMBER-005505,MEMBER-003861,MEMBER-011240,MEMBER-005363,,1180679.82,117437.68,H,58718.84,,,No,4,876861.65,No,9222010836,Urban,,,,IND,POL-25518,UIN-326,Plan B,CRITICAL_ILLNESS
POL-37905,,N,N,IF,S,I,,2023-01-22,2023-01-22,2024-01-21,,AG1086,SM1007,MEMBER-005403,MEMBER-002401,MEMBER-014876,MEMBER-004859,,1535337.76,145984.87,H,72992.43,,2023-04-10,Yes,4,1065125.53,No,9433152621,Rural,,,,IND,POL-37905,UIN-300,Plan A,TERM_LIFE
POL-37329,POL-22829,N,Y,IF,S,I,,2023-02-24,2023-02-26,2024-02-25,,AG1050,SM1043,MEMBER-002294,MEMBER-002134,MEMBER-002369,MEMBER-005977,,692667.56,16707.52,H,16707.52,2023-02-26,,No,4,538236.02,No,9870856239,Rural,732591.43,,2023-02-25,ORG,POL-22829,UIN-985,Plan A,IND_HEALTH
POL-19523,,N,N,IF,S,G,N,2024-05-31,2024-05-31,2025-05-30,,AG1000,SM1044,MEMBER-013559,MEMBER-006671,MEMBER-007457,MEMBER-013096,MEMBER-014988,7967741.1,753986.29,M,565489.72,,,No,5,4282713.69,No,9466072949,Rural,,,,IND,POL-19523,UIN-720,Plan B,CRITICAL_ILLNESS
POL-19299,,N,N,IF,S,I,,2023-03-17,2023-03-18,2024-03-16,,AG1135,SM1009,MEMBER-006060,MEMBER-002606,MEMBER-003068,MEMBER-014665,MEMBER-008231,1824255.14,151710.24,Y,151710.24,,2023-04-03,Yes,5,1265630.09,No,9834987136,Rural,,,,ORG,POL-19299,UIN-558,Plan A,FAMILY_HEALTH_OPTIMA
POL-16993,,N,N,IF,U,I,,2023-04-14,2023-04-16,2024-04-14,,AG1169,SM1037,MEMBER-001655,MEMBER-004778,,,,1395252.3,77221.83,H,77221.83,,,No,2,1061719.37,No,9479668475,Rural,,,,IND,POL-16993,UIN-442,Plan C,PERSONAL_ACCIDENT
POL-35410,,N,N,IF,S,I,,2023-02-14,2023-02-19,2024-02-18,,AG1187,SM1006,MEMBER-009117,,,,,2174776.01,199722.18,Q,99861.09,,,No,1,1101842.75,No,9924057570,Rural,,,,IND,POL-35410,UIN-218,Plan C,GROUP_HEALTH
POL-11174,POL-29734,Y,N,IF,S,I,,2024-03-22,2024-03-23,2025-03-22,,AG1195,SM1049,MEMBER-007575,,,,,2181477.89,192155.87,Y,192155.87,,,No,1,1425695.91,No,9021133879,Rural,2261683.04,2024-03-23,2024-03-22,IOC,POL-29734,UIN-287,Plan B,FAMILY_HEALTH_OPTIMA
POL-20890,,N,N,CP,U,I,,2023-11-19,2023-11-21,2024-11-19,2024-09-03,AG1108,SM1034,MEMBER-005809,,,,,2004385.59,92714.53,H,46357.26,,,No,1,1441156.43,No,9524540537,Rural,,,,DIR,POL-20890,UIN-591,Plan B,FAMILY_HEALTH_OPTIMA
POL-24451,,N,N,IF,S,I,,2024-05-10,2024-05-15,2025-05-14,,AG1004,SM1020,MEMBER-009575,MEMBER-006579,MEMBER-008498,MEMBER-013377,,1360841.65,53869.31,Y,53869.31,,2024-12-26,Yes,4,912325.18,No,9234868270,Rural,,,,IND,POL-24451,UIN-511,Plan B,IND_HEALTH
POL-17198,,N,N,IF,U,I,,2024-01-20,2024-01-23,2025-01-21,,AG1146,SM1004,MEMBER-003057,MEMBER-012047,MEMBER-002629,MEMBER-008105,,1844468.61,136651.17,Y,136651.17,,,No,4,1367241.09,No,9449065661,Urban,,,,DIR,POL-17198,UIN-841,Plan C,GROUP_HEALTH
POL-15282,,N,N,IF,U,I,,2023-07-27,2023-07-31,2024-07-29,,AG1074,SM1025,MEMBER-001775,,,,,1952966.07,119006.84,Q,29751.71,,,No,1,1079360.7,No,9857124097,Rural,,,,DIR,POL-15282,UIN-805,Plan A,IND_HEALTH
